edge_id,source,target,edge_type,paper_id
E000413,EFFECT_L3_オンライン上での相互交流が対面での対話や協働的学びを促進する,UNIT_L4_ものの溶け方,effect_unit,23
E000414,ICT_L2_シミュレーションソフト,ICT_L3_Mitaka_Plus,hierarchy,
E000415,ICT_L2_表示機器,ICT_L3_スクリーン,hierarchy,
E000416,FUNCTION_L2_空間・地形情報の可視化,FUNCTION_L3_天体の動きを時間経過に応じて連続的に再現することが可能,hierarchy,
E000417,ICT_L3_スクリーン,FUNCTION_L3_天体の動きを時間経過に応じて連続的に再現することが可能,ict_function,24
E000418,FUNCTION_L2_空間・地形情報の可視化,FUNCTION_L3_観測の日時や観測地点を変更して天体の位置を比較観察することが可能,hierarchy,
E000419,ICT_L3_スクリーン,FUNCTION_L3_観測の日時や観測地点を変更して天体の位置を比較観察することが可能,ict_function,24
E000420,FUNCTION_L2_空間・地形情報の可視化,FUNCTION_L3_撮影した観察地点のパノラマ写真を地上画像として取り込むことが可能,hierarchy,
E000421,ICT_L3_スクリーン,FUNCTION_L3_撮影した観察地点のパノラマ写真を地上画像として取り込むことが可能,ict_function,24
E000422,FUNCTION_L2_空間・地形情報の可視化,FUNCTION_L3_表示画面全体を水平方向に回転させて視点の変化を再現することが可能,hierarchy,
E000423,FUNCTION_L3_天体の動きを時間経過に応じて連続的に再現することが可能,OPPORTUNITY_L3_星の連続的な動きを視覚的に観察する活動,function_opportunity,24
E000424,FUNCTION_L3_観測の日時や観測地点を変更して天体の位置を比較観察することが可能,OPPORTUNITY_L3_星の連続的な動きを視覚的に観察する活動,function_opportunity,24
E000425,OPPORTUNITY_L2_空間的配置や方位の変化を捉える観察,OPPORTUNITY_L3_地上画像を分析して方位を判断し空間的な位置関係を理解する活動,hierarchy,
E000426,FUNCTION_L3_撮影した観察地点のパノラマ写真を地上画像として取り込むことが可能,OPPORTUNITY_L3_地上画像を分析して方位を判断し空間的な位置関係を理解する活動,function_opportunity,24
E000427,FUNCTION_L3_表示画面全体を水平方向に回転させて視点の変化を再現することが可能,OPPORTUNITY_L3_地上画像を分析して方位を判断し空間的な位置関係を理解する活動,function_opportunity,24
E000428,EFFECT_L2_自然現象等の理解,EFFECT_L3_方位や位置関係に関する理解が深まる,hierarchy,
E000429,OPPORTUNITY_L3_星の連続的な動きを視覚的に観察する活動,EFFECT_L3_方位や位置関係に関する理解が深まる,opportunity_effect,24
E000430,OPPORTUNITY_L3_地上画像を分析して方位を判断し空間的な位置関係を理解する活動,EFFECT_L3_方位や位置関係に関する理解が深まる,opportunity_effect,24
E000431,EFFECT_L2_理科への興味・関心・意欲,EFFECT_L3_月や星の動きに対する興味・関心が高まる,hierarchy,
E000432,UNIT_L2_小学校4年,UNIT_L3_地学,hierarchy,
E000433,UNIT_L3_地学,UNIT_L4_月と星,hierarchy,
E000434,EFFECT_L3_方位や位置関係に関する理解が深まる,UNIT_L4_月と星,effect_unit,24
E000435,EFFECT_L3_月や星の動きに対する興味・関心が高まる,UNIT_L4_月と星,effect_unit,24
E000436,ICT_L2_学習支援・学習管理システム,ICT_L3_ロイロノート・スクール,hierarchy,
E000437,FUNCTION_L2_学習ログ・記録の整理,FUNCTION_L3_学習記録の可視化が可能,hierarchy,
E000438,ICT_L3_ロイロノート・スクール,FUNCTION_L3_学習記録の可視化が可能,ict_function,26
E000439,FUNCTION_L2_学習支援・管理,FUNCTION_L3_学習プロセスの俯瞰的把握が可能,hierarchy,
E000440,ICT_L3_ロイロノート・スクール,FUNCTION_L3_学習プロセスの俯瞰的把握が可能,ict_function,26
E000441,ICT_L3_Google_スライド,FUNCTION_L3_生徒間でのデータ・資料の共有・比較が可能,ict_function,26
E000442,OPPORTUNITY_L2_学びの成果を発表・伝達する活動,OPPORTUNITY_L3_グループで協働して発表内容を構成しプレゼンテーションとして発信する活動,hierarchy,
E000443,FUNCTION_L3_学習記録の可視化が可能,OPPORTUNITY_L3_グループで協働して発表内容を構成しプレゼンテーションとして発信する活動,function_opportunity,26
E000444,OPPORTUNITY_L2_観察や実験の結果をもとに科学的に考察を深める探究,OPPORTUNITY_L3_過去のデータを振り返りその内容をもとに考察する活動,hierarchy,
E000445,FUNCTION_L3_学習プロセスの俯瞰的把握が可能,OPPORTUNITY_L3_過去のデータを振り返りその内容をもとに考察する活動,function_opportunity,26
E000446,FUNCTION_L3_生徒間でのデータ・資料の共有・比較が可能,OPPORTUNITY_L3_過去のデータを振り返りその内容をもとに考察する活動,function_opportunity,26
E000447,EFFECT_L2_主体的に学習に取り組む力,EFFECT_L3_行動的エンゲージメントの増加が促進される,hierarchy,
E000448,OPPORTUNITY_L3_グループで協働して発表内容を構成しプレゼンテーションとして発信する活動,EFFECT_L3_行動的エンゲージメントの増加が促進される,opportunity_effect,26
E000449,OPPORTUNITY_L3_過去のデータを振り返りその内容をもとに考察する活動,EFFECT_L3_行動的エンゲージメントの増加が促進される,opportunity_effect,26
E000450,EFFECT_L2_主体的に学習に取り組む力,EFFECT_L3_振り返りを通じて学習を調整するメタ認知的な力が育まれる,hierarchy,
E000451,OPPORTUNITY_L3_グループで協働して発表内容を構成しプレゼンテーションとして発信する活動,EFFECT_L3_振り返りを通じて学習を調整するメタ認知的な力が育まれる,opportunity_effect,26
E000452,OPPORTUNITY_L3_過去のデータを振り返りその内容をもとに考察する活動,EFFECT_L3_振り返りを通じて学習を調整するメタ認知的な力が育まれる,opportunity_effect,26
E000453,EFFECT_L2_協同的に学ぶ力・社会とのつながり,EFFECT_L3_協働して学ぶための工夫（方略の活用）が促される,hierarchy,
E000454,OPPORTUNITY_L3_グループで協働して発表内容を構成しプレゼンテーションとして発信する活動,EFFECT_L3_協働して学ぶための工夫（方略の活用）が促される,opportunity_effect,26
E000455,UNIT_L2_中学校1年,UNIT_L3_物理,hierarchy,
E000456,UNIT_L3_物理,UNIT_L4_光と音,hierarchy,
E000457,EFFECT_L3_行動的エンゲージメントの増加が促進される,UNIT_L4_光と音,effect_unit,26
E000458,EFFECT_L3_振り返りを通じて学習を調整するメタ認知的な力が育まれる,UNIT_L4_光と音,effect_unit,26
E000459,EFFECT_L3_協働して学ぶための工夫（方略の活用）が促される,UNIT_L4_光と音,effect_unit,26
E000460,ICT_L3_PowerPoint,FUNCTION_L3_複数人による協働編集が可能,ict_function,28
E000461,FUNCTION_L2_データ・資料の共有,FUNCTION_L3_他者の資料を個人端末で参照することが可能,hierarchy,
E000462,ICT_L3_PowerPoint,FUNCTION_L3_他者の資料を個人端末で参照することが可能,ict_function,28
E000463,FUNCTION_L2_意見・評価の共有,FUNCTION_L3_即時的な意見共有が可能,hierarchy,
E000464,ICT_L3_PowerPoint,FUNCTION_L3_即時的な意見共有が可能,ict_function,28
E000465,OPPORTUNITY_L2_学びを整理し自らの理解を表現する活動,OPPORTUNITY_L3_個人が自らの判断で内容や構成を決め資料を作成する活動,hierarchy,
E000466,FUNCTION_L3_他者の資料を個人端末で参照することが可能,OPPORTUNITY_L3_個人が自らの判断で内容や構成を決め資料を作成する活動,function_opportunity,28
E000467,OPPORTUNITY_L2_学びを整理し自らの理解を表現する活動,OPPORTUNITY_L3_グループで協働しながら発表用資料を編集・構成する活動,hierarchy,
E000468,FUNCTION_L3_複数人による協働編集が可能,OPPORTUNITY_L3_グループで協働しながら発表用資料を編集・構成する活動,function_opportunity,28
E000469,OPPORTUNITY_L2_観察や実験結果・考察などを共有し他者と比較・確認する活動,OPPORTUNITY_L3_全員がクラウド上で即時に評価や感想を共有する活動,hierarchy,
E000470,FUNCTION_L3_即時的な意見共有が可能,OPPORTUNITY_L3_全員がクラウド上で即時に評価や感想を共有する活動,function_opportunity,28
E000471,EFFECT_L2_主体的に学習に取り組む力,EFFECT_L3_自律的に学習に取り組む姿勢が育まれる,hierarchy,
E000472,OPPORTUNITY_L3_個人が自らの判断で内容や構成を決め資料を作成する活動,EFFECT_L3_自律的に学習に取り組む姿勢が育まれる,opportunity_effect,28
E000473,EFFECT_L2_主体的に学習に取り組む力,EFFECT_L3_学習への自信や有能感が高まる,hierarchy,
E000474,OPPORTUNITY_L3_グループで協働しながら発表用資料を編集・構成する活動,EFFECT_L3_学習への自信や有能感が高まる,opportunity_effect,28
E000475,EFFECT_L2_科学的概念・法則の理解,EFFECT_L3_結合と結晶に関する理解が深まる,hierarchy,
E000476,OPPORTUNITY_L3_全員がクラウド上で即時に評価や感想を共有する活動,EFFECT_L3_結合と結晶に関する理解が深まる,opportunity_effect,28
E000477,UNIT_L2_中学校2年,UNIT_L3_化学,hierarchy,
E000478,UNIT_L3_化学,UNIT_L4_物質の成り立ち,hierarchy,
E000479,EFFECT_L3_自律的に学習に取り組む姿勢が育まれる,UNIT_L4_物質の成り立ち,effect_unit,28
E000480,EFFECT_L3_学習への自信や有能感が高まる,UNIT_L4_物質の成り立ち,effect_unit,28
E000481,EFFECT_L3_結合と結晶に関する理解が深まる,UNIT_L4_物質の成り立ち,effect_unit,28
E000482,ICT_L3_PowerPoint,FUNCTION_L3_実験結果の共有が可能,ict_function,28
E000483,ICT_L3_PowerPoint,FUNCTION_L3_他者の資料・発表内容をリアルタイムに参照可能,ict_function,28
E000484,OPPORTUNITY_L2_条件を操作して変化や法則を確かめる実験,OPPORTUNITY_L3_学習者が自らの判断で条件や手順を決め個別に実験を行う活動,hierarchy,
E000485,FUNCTION_L3_他者の資料・発表内容をリアルタイムに参照可能,OPPORTUNITY_L3_学習者が自らの判断で条件や手順を決め個別に実験を行う活動,function_opportunity,28
E000486,OPPORTUNITY_L2_観察や実験結果・考察などを共有し他者と比較・確認する活動,OPPORTUNITY_L3_実験で得られたデータをデジタルで共有する活動,hierarchy,
E000487,FUNCTION_L3_実験結果の共有が可能,OPPORTUNITY_L3_実験で得られたデータをデジタルで共有する活動,function_opportunity,28
E000488,OPPORTUNITY_L3_学習者が自らの判断で条件や手順を決め個別に実験を行う活動,EFFECT_L3_自律的に学習に取り組む姿勢が育まれる,opportunity_effect,28
E000489,OPPORTUNITY_L3_学習者が自らの判断で条件や手順を決め個別に実験を行う活動,EFFECT_L3_学習への自信や有能感が高まる,opportunity_effect,28
E000490,EFFECT_L2_科学的概念・法則の理解,EFFECT_L3_電流と磁界の関係に関する理解が深まる,hierarchy,
E000491,OPPORTUNITY_L3_学習者が自らの判断で条件や手順を決め個別に実験を行う活動,EFFECT_L3_電流と磁界の関係に関する理解が深まる,opportunity_effect,28
E000492,OPPORTUNITY_L3_実験で得られたデータをデジタルで共有する活動,EFFECT_L3_電流と磁界の関係に関する理解が深まる,opportunity_effect,28
E000493,UNIT_L2_中学校2年,UNIT_L3_物理,hierarchy,
E000494,UNIT_L3_物理,UNIT_L4_電流と磁界,hierarchy,
E000495,EFFECT_L3_自律的に学習に取り組む姿勢が育まれる,UNIT_L4_電流と磁界,effect_unit,28
E000496,EFFECT_L3_学習への自信や有能感が高まる,UNIT_L4_電流と磁界,effect_unit,28
E000497,EFFECT_L3_電流と磁界の関係に関する理解が深まる,UNIT_L4_電流と磁界,effect_unit,28
E000498,FUNCTION_L2_データ・資料の共有,FUNCTION_L3_共有フォルダを通じた相互参照を特徴とする,hierarchy,
E000499,ICT_L3_ロイロノート・スクール,FUNCTION_L3_共有フォルダを通じた相互参照を特徴とする,ict_function,29
E000500,OPPORTUNITY_L2_他者の成果を参照し自らの考えを再構成する活動,OPPORTUNITY_L3_共有フォルダを利用して互いの資料や結果を参照し合う活動,hierarchy,
E000501,FUNCTION_L3_共有フォルダを通じた相互参照を特徴とする,OPPORTUNITY_L3_共有フォルダを利用して互いの資料や結果を参照し合う活動,function_opportunity,29
E000502,OPPORTUNITY_L2_学びを振り返り理解を再構築する探究,OPPORTUNITY_L3_自らの表現を振り返って改善点を見出し内容を修正する活動,hierarchy,
E000503,FUNCTION_L3_共有フォルダを通じた相互参照を特徴とする,OPPORTUNITY_L3_自らの表現を振り返って改善点を見出し内容を修正する活動,function_opportunity,29
E000504,EFFECT_L2_結果を分析し考察する力,EFFECT_L3_他者の考えや回答を比較・検討し自分の考えを深める力が育まれる,hierarchy,
E000505,OPPORTUNITY_L3_共有フォルダを利用して互いの資料や結果を参照し合う活動,EFFECT_L3_他者の考えや回答を比較・検討し自分の考えを深める力が育まれる,opportunity_effect,29
E000506,OPPORTUNITY_L3_自らの表現を振り返って改善点を見出し内容を修正する活動,EFFECT_L3_自律的に学習に取り組む姿勢が育まれる,opportunity_effect,29
E000507,UNIT_L1_高等学校,UNIT_L2_高等学校1年,hierarchy,
E000508,UNIT_L2_高等学校1年,UNIT_L3_化学,hierarchy,
E000509,UNIT_L3_化学,UNIT_L4_化学反応（酸化と還元）,hierarchy,
E000510,EFFECT_L3_他者の考えや回答を比較・検討し自分の考えを深める力が育まれる,UNIT_L4_化学反応（酸化と還元）,effect_unit,29
E000511,EFFECT_L3_自律的に学習に取り組む姿勢が育まれる,UNIT_L4_化学反応（酸化と還元）,effect_unit,29
E000512,ICT_L2_コミュニケーション・共有ツール,ICT_L3_Instagram,hierarchy,
E000513,FUNCTION_L2_データ・画像の記録,FUNCTION_L3_写真撮影とコメントの同時記録が可能,hierarchy,
E000514,ICT_L3_Instagram,FUNCTION_L3_写真撮影とコメントの同時記録が可能,ict_function,32
E000515,FUNCTION_L2_学習ログ・記録の整理,FUNCTION_L3_観察結果の経時的記録が可能,hierarchy,
E000516,ICT_L3_Instagram,FUNCTION_L3_観察結果の経時的記録が可能,ict_function,32
E000517,FUNCTION_L2_データ・画像の記録,FUNCTION_L3_ハッシュタグによる検索・分類が可能,hierarchy,
E000518,ICT_L3_Instagram,FUNCTION_L3_ハッシュタグによる検索・分類が可能,ict_function,32
E000519,FUNCTION_L2_リアルタイム通信・対話,FUNCTION_L3_外部ユーザーとの相互交流が可能,hierarchy,
E000520,FUNCTION_L1_編集・加工系機能,FUNCTION_L2_画像・データ加工,hierarchy,
E000521,FUNCTION_L2_画像・データ加工,FUNCTION_L3_画像加工が可能,hierarchy,
E000522,FUNCTION_L3_写真撮影とコメントの同時記録が可能,OPPORTUNITY_L3_観察した内容を写真とコメントで記録する活動,function_opportunity,32
E000523,FUNCTION_L3_観察結果の経時的記録が可能,OPPORTUNITY_L3_観察した内容を写真とコメントで記録する活動,function_opportunity,32
E000524,FUNCTION_L3_ハッシュタグによる検索・分類が可能,OPPORTUNITY_L3_観察した内容を写真とコメントで記録する活動,function_opportunity,32
E000525,OPPORTUNITY_L2_遠隔交流や専門家との対話を通して学びを広げる活動,OPPORTUNITY_L3_SNS上で観察結果を発信し他者からの反応を受け取る活動,hierarchy,
E000526,FUNCTION_L3_外部ユーザーとの相互交流が可能,OPPORTUNITY_L3_SNS上で観察結果を発信し他者からの反応を受け取る活動,function_opportunity,32
E000527,OPPORTUNITY_L2_学びを整理し自らの理解を表現する活動,OPPORTUNITY_L3_観察記録を加工・編集し自分の観察視点を明確にして表現する活動,hierarchy,
E000528,FUNCTION_L3_画像加工が可能,OPPORTUNITY_L3_観察記録を加工・編集し自分の観察視点を明確にして表現する活動,function_opportunity,32
E000529,EFFECT_L2_観察・実験の技能の習得,EFFECT_L3_観察記録の正確さや精度が高まる,hierarchy,
E000530,OPPORTUNITY_L3_観察した内容を写真とコメントで記録する活動,EFFECT_L3_観察記録の正確さや精度が高まる,opportunity_effect,32
E000531,OPPORTUNITY_L3_SNS上で観察結果を発信し他者からの反応を受け取る活動,EFFECT_L3_観察に対する意欲が高まる,opportunity_effect,32
E000532,EFFECT_L2_科学的に表現し説明する力,EFFECT_L3_美的感性と創造的な表現が豊かになる,hierarchy,
E000533,OPPORTUNITY_L3_観察記録を加工・編集し自分の観察視点を明確にして表現する活動,EFFECT_L3_美的感性と創造的な表現が豊かになる,opportunity_effect,32
E000534,UNIT_L2_高等学校3年,UNIT_L3_生物,hierarchy,
E000535,UNIT_L3_生物,UNIT_L4_生態系とその保全,hierarchy,
E000536,EFFECT_L3_観察記録の正確さや精度が高まる,UNIT_L4_生態系とその保全,effect_unit,32
E000537,EFFECT_L3_観察に対する意欲が高まる,UNIT_L4_生態系とその保全,effect_unit,32
E000538,EFFECT_L3_美的感性と創造的な表現が豊かになる,UNIT_L4_生態系とその保全,effect_unit,32
E000539,ICT_L2_学習支援・学習管理システム,ICT_L3_Microsoft_Teams_Education,hierarchy,
E000540,FUNCTION_L2_学習ログ・記録の整理,FUNCTION_L3_学習記録の検索が可能,hierarchy,
E000541,ICT_L3_Microsoft_Teams_Education,FUNCTION_L3_学習記録の検索が可能,ict_function,33
E000542,FUNCTION_L2_学習ログ・記録の整理,FUNCTION_L3_学習記録の分類が可能,hierarchy,
E000543,ICT_L3_Microsoft_Teams_Education,FUNCTION_L3_学習記録の分類が可能,ict_function,33
E000544,FUNCTION_L2_学習ログ・記録の整理,FUNCTION_L3_学習記録の整理が可能,hierarchy,
E000545,ICT_L3_PowerPoint,FUNCTION_L3_学習記録の整理が可能,ict_function,33
E000546,OPPORTUNITY_L2_学びを振り返り理解を再構築する探究,OPPORTUNITY_L3_個人端末を活用して自らの学習内容や過程を振り返る活動,hierarchy,
E000547,FUNCTION_L3_学習記録の検索が可能,OPPORTUNITY_L3_個人端末を活用して自らの学習内容や過程を振り返る活動,function_opportunity,33
E000548,FUNCTION_L3_学習記録の分類が可能,OPPORTUNITY_L3_個人端末を活用して自らの学習内容や過程を振り返る活動,function_opportunity,33
E000549,FUNCTION_L3_学習記録の整理が可能,OPPORTUNITY_L3_個人端末を活用して自らの学習内容や過程を振り返る活動,function_opportunity,33
E000550,EFFECT_L2_理科への興味・関心・意欲,EFFECT_L3_電流とその利用に関する内容への興味や楽しさが促される,hierarchy,
E000551,OPPORTUNITY_L3_個人端末を活用して自らの学習内容や過程を振り返る活動,EFFECT_L3_電流とその利用に関する内容への興味や楽しさが促される,opportunity_effect,33
E000552,EFFECT_L3_電流とその利用に関する内容への興味や楽しさが促される,UNIT_L4_電流と磁界,effect_unit,33
E000553,ICT_L2_メディア・映像・画像,ICT_L3_Panoweaver,hierarchy,
E000554,ICT_L1_ハードウェア,ICT_L2_撮影機器,hierarchy,
E000555,ICT_L2_撮影機器,ICT_L3_THETA,hierarchy,
E000556,ICT_L2_メディア・映像・画像,ICT_L3_360度映像,hierarchy,
E000557,ICT_L3_iPad,ICT_L3_360度映像,ict_combination,36
E000558,ICT_L3_Panoweaver,ICT_L3_360度映像,ict_combination,36
E000559,ICT_L3_THETA,ICT_L3_360度映像,ict_combination,36
E000560,ICT_L3_Mitaka_Plus,ICT_L3_360度映像,ict_combination,36
E000561,FUNCTION_L2_空間・地形情報の可視化,FUNCTION_L3_360視点で太陽の日周運動を観察することが可能,hierarchy,
E000562,ICT_L3_360度映像,FUNCTION_L3_360視点で太陽の日周運動を観察することが可能,ict_function,36
E000563,FUNCTION_L2_空間・地形情報の可視化,FUNCTION_L3_方位と時間を同時に確認することが可能,hierarchy,
E000564,ICT_L3_360度映像,FUNCTION_L3_方位と時間を同時に確認することが可能,ict_function,36
E000565,FUNCTION_L2_空間・地形情報の可視化,FUNCTION_L3_身体動作により太陽の運動をトレースすることが可能,hierarchy,
E000566,ICT_L3_360度映像,FUNCTION_L3_身体動作により太陽の運動をトレースすることが可能,ict_function,36
E000567,FUNCTION_L2_空間・地形情報の可視化,FUNCTION_L3_地上視点から太陽の動きを観察することが可能,hierarchy,
E000568,FUNCTION_L2_空間・地形情報の可視化,FUNCTION_L3_グリッド線により方位を視覚的に把握することが可能,hierarchy,
E000569,FUNCTION_L2_映像・画像の表示・拡大,FUNCTION_L3_俯瞰視点で自分の身体動作を観察することが可能,hierarchy,
E000570,OPPORTUNITY_L2_天体や自然現象の時間的変化を捉える観察,OPPORTUNITY_L3_太陽の動きをトレースする活動,hierarchy,
E000571,FUNCTION_L3_360視点で太陽の日周運動を観察することが可能,OPPORTUNITY_L3_太陽の動きをトレースする活動,function_opportunity,36
E000572,FUNCTION_L3_方位と時間を同時に確認することが可能,OPPORTUNITY_L3_太陽の動きをトレースする活動,function_opportunity,36
E000573,FUNCTION_L3_身体動作により太陽の運動をトレースすることが可能,OPPORTUNITY_L3_太陽の動きをトレースする活動,function_opportunity,36
E000574,FUNCTION_L3_地上視点から太陽の動きを観察することが可能,OPPORTUNITY_L3_太陽の動きをトレースする活動,function_opportunity,36
E000575,OPPORTUNITY_L2_空間的配置や方位の変化を捉える観察,OPPORTUNITY_L3_グリッド線を手がかりに太陽の位置と方位を正確に認識する活動,hierarchy,
E000576,FUNCTION_L3_グリッド線により方位を視覚的に把握することが可能,OPPORTUNITY_L3_グリッド線を手がかりに太陽の位置と方位を正確に認識する活動,function_opportunity,36
E000577,OPPORTUNITY_L2_空間的配置や方位の変化を捉える観察,OPPORTUNITY_L3_方位や建物を目印に月の高さと方向を観察して空間的な位置を把握する活動,hierarchy,
E000578,FUNCTION_L3_俯瞰視点で自分の身体動作を観察することが可能,OPPORTUNITY_L3_方位や建物を目印に月の高さと方向を観察して空間的な位置を把握する活動,function_opportunity,36
E000579,EFFECT_L2_自然現象等の理解,EFFECT_L3_南中位置と季節の違いに関する理解が深まる,hierarchy,
E000580,OPPORTUNITY_L3_太陽の動きをトレースする活動,EFFECT_L3_南中位置と季節の違いに関する理解が深まる,opportunity_effect,36
E000581,EFFECT_L2_自然現象等の理解,EFFECT_L3_日の出・日の入りの方位に関する理解が深まる,hierarchy,
E000582,OPPORTUNITY_L3_グリッド線を手がかりに太陽の位置と方位を正確に認識する活動,EFFECT_L3_日の出・日の入りの方位に関する理解が深まる,opportunity_effect,36
E000583,OPPORTUNITY_L3_方位や建物を目印に月の高さと方向を観察して空間的な位置を把握する活動,EFFECT_L3_日の出・日の入りの方位に関する理解が深まる,opportunity_effect,36
E000584,UNIT_L3_地学,UNIT_L4_天体の動きと地球の自転・公転（年周運動と公転）,hierarchy,
E000585,EFFECT_L3_南中位置と季節の違いに関する理解が深まる,UNIT_L4_天体の動きと地球の自転・公転（年周運動と公転）,effect_unit,36
E000586,EFFECT_L3_日の出・日の入りの方位に関する理解が深まる,UNIT_L4_天体の動きと地球の自転・公転（年周運動と公転）,effect_unit,36
E000587,ICT_L2_メディア・映像・画像,ICT_L3_Photoshop,hierarchy,
E000588,ICT_L2_シミュレーションソフト,ICT_L3_2Dシミュレーション,hierarchy,
E000589,ICT_L3_ステラナビゲータ,ICT_L3_2Dシミュレーション,ict_combination,37
E000590,ICT_L3_Photoshop,ICT_L3_2Dシミュレーション,ict_combination,37
E000591,ICT_L3_スクリーン,ICT_L3_2Dシミュレーション,ict_combination,37
E000592,FUNCTION_L2_空間・地形情報の可視化,FUNCTION_L3_既知の地上画像を背景として星の動きを再現することが可能,hierarchy,
E000593,ICT_L3_2Dシミュレーション,FUNCTION_L3_既知の地上画像を背景として星の動きを再現することが可能,ict_function,37
E000594,FUNCTION_L2_空間・地形情報の可視化,FUNCTION_L3_星の動きや方位を視覚的に比較することが可能,hierarchy,
E000595,ICT_L3_2Dシミュレーション,FUNCTION_L3_星の動きや方位を視覚的に比較することが可能,ict_function,37
E000596,OPPORTUNITY_L2_モデル化された現象の観察,OPPORTUNITY_L3_既知の地上画像を背景に天体の動きをシミュレーションで観察する活動,hierarchy,
E000597,FUNCTION_L3_既知の地上画像を背景として星の動きを再現することが可能,OPPORTUNITY_L3_既知の地上画像を背景に天体の動きをシミュレーションで観察する活動,function_opportunity,37
E000598,EFFECT_L2_自然現象等の理解,EFFECT_L3_星の動きや位置方位の関係に関する理解が深まる,hierarchy,
E000599,OPPORTUNITY_L3_既知の地上画像を背景に天体の動きをシミュレーションで観察する活動,EFFECT_L3_星の動きや位置方位の関係に関する理解が深まる,opportunity_effect,37
E000600,EFFECT_L3_星の動きや位置方位の関係に関する理解が深まる,UNIT_L4_月と星,effect_unit,37
E000601,EFFECT_L3_星の動きや位置変化に対する興味・関心が高まる,UNIT_L4_月と星,effect_unit,37
E000602,ICT_L2_タブレット端末,ICT_L3_Chromebook,hierarchy,
E000603,FUNCTION_L2_資料・スライド作成,FUNCTION_L3_テキスト・図表・写真をスライド上で自由に編集することが可能,hierarchy,
E000604,ICT_L3_Google_スライド,FUNCTION_L3_テキスト・図表・写真をスライド上で自由に編集することが可能,ict_function,41
E000605,FUNCTION_L2_学習ログ・記録の整理,FUNCTION_L3_クラウド上で学習記録を自動保存・共有することが可能,hierarchy,
E000606,ICT_L3_Google_スライド,FUNCTION_L3_クラウド上で学習記録を自動保存・共有することが可能,ict_function,41
E000607,FUNCTION_L2_資料・スライド作成,FUNCTION_L3_端末カメラを用いて実験結果を撮影・挿入することが可能,hierarchy,
E000608,ICT_L3_Google_スライド,FUNCTION_L3_端末カメラを用いて実験結果を撮影・挿入することが可能,ict_function,41
E000609,ICT_L3_カメラアプリ,FUNCTION_L3_端末カメラを用いて実験結果を撮影・挿入することが可能,ict_function,41
E000610,OPPORTUNITY_L2_観察や実験結果・考察などを共有し他者と比較・確認する活動,OPPORTUNITY_L3_考察内容をデジタルノートに整理しその内容を共有する活動,hierarchy,
E000611,FUNCTION_L3_テキスト・図表・写真をスライド上で自由に編集することが可能,OPPORTUNITY_L3_考察内容をデジタルノートに整理しその内容を共有する活動,function_opportunity,41
E000612,OPPORTUNITY_L2_学びを振り返り理解を再構築する探究,OPPORTUNITY_L3_クラウド上に保存された学習履歴を時系列で振り返る活動,hierarchy,
