node_id,label,layer,level,parent_id,display_order
ICT_L3_Googleスプレッドシート,Googleスプレッドシート,ICT,3,ICT_L2_表計算ソフト,181
FUNCTION_L2_分析機能,分析機能,FUNCTION,2,FUNCTION_L1_分析・比較系機能,182
FUNCTION_L3_データの自動グラフ化が可能,データの自動グラフ化が可能,FUNCTION,3,FUNCTION_L2_分析機能,183
OPPORTUNITY_L2_協働的に資料や成果物を編集・構築する活動,協働的に資料や成果物を編集・構築する活動,OPPORTUNITY,2,,184
OPPORTUNITY_L3_クラウド上で成果を共有し協働的に確認・活用する活動,クラウド上で成果を共有し、協働的に確認・活用する活動,OPPORTUNITY,3,OPPORTUNITY_L2_協働的に資料や成果物を編集・構築する活動,185
OPPORTUNITY_L3_実験データを自動でグラフ化し結果を整理する活動,実験データを自動でグラフ化し、結果を整理する活動,OPPORTUNITY,3,OPPORTUNITY_L2_データを収集し分析・整理する探究,186
OPPORTUNITY_L2_観察結果の記録,観察結果の記録,OPPORTUNITY,2,,187
OPPORTUNITY_L3_観察した内容を写真とコメントで記録する活動,観察した内容を写真とコメントで記録する活動,OPPORTUNITY,3,OPPORTUNITY_L2_観察結果の記録,188
EFFECT_L3_温度と体積への変化に対する学習意欲の高まりが促される,温度と体積への変化に対する学習意欲の高まりが促される,EFFECT,3,EFFECT_L2_理科への興味・関心・意欲,189
UNIT_L2_小学校4年,小学校4年,UNIT,2,UNIT_L1_小学校,190
UNIT_L4_金属水空気と温度（温度と体積の変化）,金属水空気と温度（温度と体積の変化）,UNIT,4,UNIT_L3_化学,191
ICT_L3_ステラナビゲータ,ステラナビゲータ,ICT,3,ICT_L2_シミュレーションソフト,192
FUNCTION_L3_観察映像や資料の視認性向上が可能,観察映像や資料の視認性向上が可能,FUNCTION,3,FUNCTION_L2_映像・画像の表示・拡大,193
FUNCTION_L2_共同編集・共同作業,共同編集・共同作業,FUNCTION,2,FUNCTION_L1_共有・協働・通信系機能,194
FUNCTION_L3_複数人による協働編集が可能,複数人による協働編集が可能,FUNCTION,3,FUNCTION_L2_共同編集・共同作業,195
OPPORTUNITY_L3_生徒同士で画面を共有しながら天体運動について意見を交わす活動,生徒同士で画面を共有しながら、天体運動について意見を交わす活動,OPPORTUNITY,3,OPPORTUNITY_L2_意見や考察を交換し多様な視点を取りいれる討議活動,196
EFFECT_L2_基礎知識の定着と活用,基礎知識の定着と活用,EFFECT,2,,197
EFFECT_L3_記述による説明の正確さが向上する,記述による説明の正確さが向上する,EFFECT,3,EFFECT_L2_基礎知識の定着と活用,198
EFFECT_L3_思考力が高まる,思考力が高まる,EFFECT,3,EFFECT_L2_科学的に考える力,199
UNIT_L4_天体の動きと地球の自転・公転（日周運動と自転）,天体の動きと地球の自転・公転（日周運動と自転）,UNIT,4,UNIT_L3_地学,200
ICT_L2_データ,データ,ICT,2,ICT_L1_ソフトウェア,201
ICT_L3_高知大学気象情報頁,高知大学気象情報頁,ICT,3,ICT_L2_データ,202
FUNCTION_L3_インターネット気象データの即時検索が可能,インターネット気象データの即時検索が可能,FUNCTION,3,FUNCTION_L2_データ・現象の可視化,203
FUNCTION_L3_複数生徒による画面共有が可能,複数生徒による画面共有が可能,FUNCTION,3,FUNCTION_L2_共同編集・共同作業,204
OPPORTUNITY_L3_気象データの比較結果をもとに進路の特徴について意見を交わす活動,気象データの比較結果をもとに、進路の特徴について意見を交わす活動,OPPORTUNITY,3,OPPORTUNITY_L2_意見や考察を交換し多様な視点を取りいれる討議活動,205
OPPORTUNITY_L3_班で気象画像を分析しその内容をもとに考察を記述する活動,班で気象画像を分析し、その内容をもとに考察を記述する活動,OPPORTUNITY,3,OPPORTUNITY_L2_観察や実験の結果をもとに科学的に考察を深める探究,206
EFFECT_L3_考察を正確にまとめる力が高まる,考察を正確にまとめる力が高まる,EFFECT,3,EFFECT_L2_結果を分析し考察する力,207
UNIT_L4_天気の変化,天気の変化,UNIT,4,UNIT_L3_地学,208
FUNCTION_L3_観察画像の撮影・保存が可能,観察画像の撮影・保存が可能,FUNCTION,3,FUNCTION_L2_データ・画像の記録,209
FUNCTION_L3_撮影画像を用いた比較観察が可能,撮影画像を用いた比較観察が可能,FUNCTION,3,FUNCTION_L2_比較・探索機能,210
OPPORTUNITY_L3_撮影画像を基に比較・考察する活動,撮影画像を基に比較・考察する活動,OPPORTUNITY,3,OPPORTUNITY_L2_観察や実験の結果をもとに科学的に考察を深める探究,211
OPPORTUNITY_L3_班内で観察結果を共有し議論する活動,班内で観察結果を共有し議論する活動,OPPORTUNITY,3,OPPORTUNITY_L2_意見や考察を交換し多様な視点を取りいれる討議活動,212
EFFECT_L2_観察・実験の技能の習得,観察・実験の技能の習得,EFFECT,2,,213
EFFECT_L3_実験の手順や方法に関する理解が深まる,実験の手順や方法に関する理解が深まる,EFFECT,3,EFFECT_L2_観察・実験の技能の習得,214
EFFECT_L3_でんぷんの生成や植物のはたらきに対する興味・関心が高まる,でんぷんの生成や植物のはたらきに対する興味・関心が高まる,EFFECT,3,EFFECT_L2_理科への興味・関心・意欲,215
UNIT_L4_植物の養分と水の通り道（でんぷんのでき方）,植物の養分と水の通り道（でんぷんのでき方）,UNIT,4,UNIT_L3_生物,216
ICT_L3_IWB(電子黒板),IWB(電子黒板),ICT,3,ICT_L2_表示機器,217
FUNCTION_L3_実験結果の記録が可能,実験結果の記録が可能,FUNCTION,3,FUNCTION_L2_学習ログ・記録の整理,218
FUNCTION_L3_実験結果の共有が可能,実験結果の共有が可能,FUNCTION,3,FUNCTION_L2_データ・資料の共有,219
OPPORTUNITY_L2_実験結果の記録,実験結果の記録,OPPORTUNITY,2,,220
OPPORTUNITY_L3_実験で得られた結果を記録・整理する活動,実験で得られた結果を記録・整理する活動,OPPORTUNITY,3,OPPORTUNITY_L2_実験結果の記録,221
EFFECT_L3_実験・観察で得られた結果をもとにした科学的な思考が深まる,実験・観察で得られた結果をもとにした、科学的な思考が深まる,EFFECT,3,EFFECT_L2_科学的に考える力,222
EFFECT_L3_科学的な表現力が向上する,科学的な表現力が向上する,EFFECT,3,EFFECT_L2_科学的に表現し説明する力,223
UNIT_L4_水溶液とイオン（原子の成り立ちとイオン）,水溶液とイオン（原子の成り立ちとイオン）,UNIT,4,UNIT_L3_化学,224
FUNCTION_L3_天体の動きを視覚的に確認できることが可能,天体の動きを視覚的に確認できることが可能,FUNCTION,3,FUNCTION_L2_空間・地形情報の可視化,225
FUNCTION_L3_反復学習が可能,反復学習が可能,FUNCTION,3,FUNCTION_L2_学習支援・管理,226
OPPORTUNITY_L3_星の連続的な動きを視覚的に観察する活動,星の連続的な動きを視覚的に観察する活動,OPPORTUNITY,3,OPPORTUNITY_L2_天体や自然現象の時間的変化を捉える観察,227
OPPORTUNITY_L2_その他の探究,その他の探究,OPPORTUNITY,2,,228
OPPORTUNITY_L3_生徒が自分の理解度に合わせて内容を繰り返し学ぶ活動,生徒が自分の理解度に合わせて内容を繰り返し学ぶ活動,OPPORTUNITY,3,OPPORTUNITY_L2_その他の探究,229
EFFECT_L3_天体の動きに関する理解が深まる,天体の動きに関する理解が深まる,EFFECT,3,EFFECT_L2_自然現象等の理解,230
EFFECT_L3_星の動きや位置変化に対する興味・関心が高まる,星の動きや位置変化に対する興味・関心が高まる,EFFECT,3,EFFECT_L2_理科への興味・関心・意欲,231
UNIT_L4_天体の動きと地球の自転・公転,天体の動きと地球の自転・公転,UNIT,4,UNIT_L3_地学,232
ICT_L3_WebKF,WebKF,ICT,3,ICT_L2_学習支援・学習管理システム,233
FUNCTION_L3_他者（他班）ノートの閲覧が可能,他者（他班）ノートの閲覧が可能,FUNCTION,3,FUNCTION_L2_データ・資料の共有,234
FUNCTION_L3_情報探索活動の蓄積が可能,情報探索活動の蓄積が可能,FUNCTION,3,FUNCTION_L2_比較・探索機能,235
OPPORTUNITY_L3_他班のデジタルノートを参照し自班の実験計画を検討する活動,他班のデジタルノートを参照し、自班の実験計画を検討する活動,OPPORTUNITY,3,OPPORTUNITY_L2_仮説を立て・検証計画を立案する探究,236
OPPORTUNITY_L3_デジタルノートの内容を参照しそれをもとに対面で意見を交わす活動,デジタルノートの内容を参照し、それをもとに対面で意見を交わす活動,OPPORTUNITY,3,OPPORTUNITY_L2_意見や考察を交換し多様な視点を取りいれる討議活動,237
EFFECT_L3_他者の知識や考えを活用して自分の理解を深める学びが促進される,他者の知識や考えを活用して、自分の理解を深める学びが促進される,EFFECT,3,EFFECT_L2_協同的に学ぶ力・社会とのつながり,238
EFFECT_L3_オンライン上での相互交流が対面での対話や協働的学びを促進する,オンライン上での相互交流が、対面での対話や協働的学びを促進する,EFFECT,3,EFFECT_L2_協同的に学ぶ力・社会とのつながり,239
UNIT_L4_ものの溶け方,ものの溶け方,UNIT,4,UNIT_L3_化学,240
ICT_L3_Mitaka_Plus,Mitaka Plus,ICT,3,ICT_L2_シミュレーションソフト,241
ICT_L3_スクリーン,スクリーン,ICT,3,ICT_L2_表示機器,242
FUNCTION_L3_天体の動きを時間経過に応じて連続的に再現することが可能,天体の動きを時間経過に応じて連続的に再現することが可能,FUNCTION,3,FUNCTION_L2_空間・地形情報の可視化,243
FUNCTION_L3_観測の日時や観測地点を変更して天体の位置を比較観察することが可能,観測の日時や観測地点を変更して天体の位置を比較観察することが可能,FUNCTION,3,FUNCTION_L2_空間・地形情報の可視化,244
FUNCTION_L3_撮影した観察地点のパノラマ写真を地上画像として取り込むことが可能,撮影した観察地点のパノラマ写真を地上画像として取り込むことが可能,FUNCTION,3,FUNCTION_L2_空間・地形情報の可視化,245
FUNCTION_L3_表示画面全体を水平方向に回転させて視点の変化を再現することが可能,表示画面全体を水平方向に回転させて視点の変化を再現することが可能,FUNCTION,3,FUNCTION_L2_空間・地形情報の可視化,246
OPPORTUNITY_L2_空間的配置や方位の変化を捉える観察,空間的配置や方位の変化を捉える観察,OPPORTUNITY,2,,247
OPPORTUNITY_L3_地上画像を分析して方位を判断し空間的な位置関係を理解する活動,地上画像を分析して方位を判断し、空間的な位置関係を理解する活動,OPPORTUNITY,3,OPPORTUNITY_L2_空間的配置や方位の変化を捉える観察,248
EFFECT_L3_方位や位置関係に関する理解が深まる,方位や位置関係に関する理解が深まる,EFFECT,3,EFFECT_L2_自然現象等の理解,249
EFFECT_L3_月や星の動きに対する興味・関心が高まる,月や星の動きに対する興味・関心が高まる,EFFECT,3,EFFECT_L2_理科への興味・関心・意欲,250
UNIT_L4_月と星,月と星,UNIT,4,UNIT_L3_地学,251
ICT_L3_ロイロノート・スクール,ロイロノート・スクール,ICT,3,ICT_L2_学習支援・学習管理システム,252
FUNCTION_L3_学習記録の可視化が可能,学習記録の可視化が可能,FUNCTION,3,FUNCTION_L2_学習ログ・記録の整理,253
FUNCTION_L3_学習プロセスの俯瞰的把握が可能,学習プロセスの俯瞰的把握が可能,FUNCTION,3,FUNCTION_L2_学習支援・管理,254
OPPORTUNITY_L3_グループで協働して発表内容を構成しプレゼンテーションとして発信する活動,グループで協働して発表内容を構成し、プレゼンテーションとして発信する活動,OPPORTUNITY,3,OPPORTUNITY_L2_学びの成果を発表・伝達する活動,255
OPPORTUNITY_L3_過去のデータを振り返りその内容をもとに考察する活動,過去のデータを振り返り、その内容をもとに考察する活動,OPPORTUNITY,3,OPPORTUNITY_L2_観察や実験の結果をもとに科学的に考察を深める探究,256
EFFECT_L3_行動的エンゲージメントの増加が促進される,行動的エンゲージメントの増加が促進される,EFFECT,3,EFFECT_L2_主体的に学習に取り組む力,257
EFFECT_L3_振り返りを通じて学習を調整するメタ認知的な力が育まれる,振り返りを通じて学習を調整するメタ認知的な力が育まれる,EFFECT,3,EFFECT_L2_主体的に学習に取り組む力,258
EFFECT_L3_協働して学ぶための工夫（方略の活用）が促される,協働して学ぶための工夫（方略の活用）が促される,EFFECT,3,EFFECT_L2_協同的に学ぶ力・社会とのつながり,259
UNIT_L4_光と音,光と音,UNIT,4,UNIT_L3_物理,260
FUNCTION_L3_他者の資料を個人端末で参照することが可能,他者の資料を個人端末で参照することが可能,FUNCTION,3,FUNCTION_L2_データ・資料の共有,261
FUNCTION_L3_即時的な意見共有が可能,即時的な意見共有が可能,FUNCTION,3,FUNCTION_L2_意見・評価の共有,262
OPPORTUNITY_L3_個人が自らの判断で内容や構成を決め資料を作成する活動,個人が自らの判断で内容や構成を決め、資料を作成する活動,OPPORTUNITY,3,OPPORTUNITY_L2_学びを整理し自らの理解を表現する活動,263
OPPORTUNITY_L3_グループで協働しながら発表用資料を編集・構成する活動,グループで協働しながら発表用資料を編集・構成する活動,OPPORTUNITY,3,OPPORTUNITY_L2_学びを整理し自らの理解を表現する活動,264
OPPORTUNITY_L3_全員がクラウド上で即時に評価や感想を共有する活動,全員がクラウド上で即時に評価や感想を共有する活動,OPPORTUNITY,3,OPPORTUNITY_L2_観察や実験結果・考察などを共有し他者と比較・確認する活動,265
EFFECT_L3_自律的に学習に取り組む姿勢が育まれる,自律的に学習に取り組む姿勢が育まれる,EFFECT,3,EFFECT_L2_主体的に学習に取り組む力,266
EFFECT_L3_学習への自信や有能感が高まる,学習への自信や有能感が高まる,EFFECT,3,EFFECT_L2_主体的に学習に取り組む力,267
EFFECT_L3_結合と結晶に関する理解が深まる,結合と結晶に関する理解が深まる,EFFECT,3,EFFECT_L2_科学的概念・法則の理解,268
UNIT_L4_物質の成り立ち,物質の成り立ち,UNIT,4,UNIT_L3_化学,269
OPPORTUNITY_L3_学習者が自らの判断で条件や手順を決め個別に実験を行う活動,学習者が自らの判断で条件や手順を決め、個別に実験を行う活動,OPPORTUNITY,3,OPPORTUNITY_L2_条件を操作して変化や法則を確かめる実験,270
OPPORTUNITY_L3_実験で得られたデータをデジタルで共有する活動,実験で得られたデータをデジタルで共有する活動,OPPORTUNITY,3,OPPORTUNITY_L2_観察や実験結果・考察などを共有し他者と比較・確認する活動,271
EFFECT_L3_電流と磁界の関係に関する理解が深まる,電流と磁界の関係に関する理解が深まる,EFFECT,3,EFFECT_L2_科学的概念・法則の理解,272
UNIT_L4_電流と磁界,電流と磁界,UNIT,4,UNIT_L3_物理,273
FUNCTION_L3_共有フォルダを通じた相互参照を特徴とする,共有フォルダを通じた相互参照を特徴とする,FUNCTION,3,FUNCTION_L2_データ・資料の共有,274
OPPORTUNITY_L3_共有フォルダを利用して互いの資料や結果を参照し合う活動,共有フォルダを利用して互いの資料や結果を参照し合う活動,OPPORTUNITY,3,OPPORTUNITY_L2_他者の成果を参照し自らの考えを再構成する活動,275
OPPORTUNITY_L2_学びを振り返り理解を再構築する探究,学びを振り返り理解を再構築する探究,OPPORTUNITY,2,,276
OPPORTUNITY_L3_自らの表現を振り返って改善点を見出し内容を修正する活動,自らの表現を振り返って改善点を見出し、内容を修正する活動,OPPORTUNITY,3,OPPORTUNITY_L2_学びを振り返り理解を再構築する探究,277
EFFECT_L3_他者の考えや回答を比較・検討し自分の考えを深める力が育まれる,他者の考えや回答を比較・検討し、自分の考えを深める力が育まれる,EFFECT,3,EFFECT_L2_結果を分析し考察する力,278
UNIT_L2_高等学校1年,高等学校1年,UNIT,2,UNIT_L1_高等学校,279
UNIT_L4_化学反応（酸化と還元）,化学反応（酸化と還元）,UNIT,4,UNIT_L3_化学,280
ICT_L3_Instagram,Instagram,ICT,3,ICT_L2_コミュニケーション・共有ツール,281
FUNCTION_L3_写真撮影とコメントの同時記録が可能,写真撮影とコメントの同時記録が可能,FUNCTION,3,FUNCTION_L2_データ・画像の記録,282
FUNCTION_L3_観察結果の経時的記録が可能,観察結果の経時的記録が可能,FUNCTION,3,FUNCTION_L2_学習ログ・記録の整理,283
FUNCTION_L3_ハッシュタグによる検索・分類が可能,ハッシュタグによる検索・分類が可能,FUNCTION,3,FUNCTION_L2_データ・画像の記録,284
FUNCTION_L3_外部ユーザーとの相互交流が可能,外部ユーザーとの相互交流が可能,FUNCTION,3,FUNCTION_L2_リアルタイム通信・対話,285
FUNCTION_L2_画像・データ加工,画像・データ加工,FUNCTION,2,FUNCTION_L1_編集・加工系機能,286
FUNCTION_L3_画像加工が可能,画像加工が可能,FUNCTION,3,FUNCTION_L2_画像・データ加工,287
OPPORTUNITY_L3_SNS上で観察結果を発信し他者からの反応を受け取る活動,SNS上で観察結果を発信し、他者からの反応を受け取る活動,OPPORTUNITY,3,OPPORTUNITY_L2_遠隔交流や専門家との対話を通して学びを広げる活動,288
OPPORTUNITY_L3_観察記録を加工・編集し自分の観察視点を明確にして表現する活動,観察記録を加工・編集し、自分の観察視点を明確にして表現する活動,OPPORTUNITY,3,OPPORTUNITY_L2_学びを整理し自らの理解を表現する活動,289
EFFECT_L3_観察記録の正確さや精度が高まる,観察記録の正確さや精度が高まる,EFFECT,3,EFFECT_L2_観察・実験の技能の習得,290
EFFECT_L3_美的感性と創造的な表現が豊かになる,美的感性と創造的な表現が豊かになる,EFFECT,3,EFFECT_L2_科学的に表現し説明する力,291
UNIT_L4_生態系とその保全,生態系とその保全,UNIT,4,UNIT_L3_生物,292
ICT_L3_Microsoft_Teams_Education,Microsoft Teams Education,ICT,3,ICT_L2_学習支援・学習管理システム,293
FUNCTION_L3_学習記録の検索が可能,学習記録の検索が可能,FUNCTION,3,FUNCTION_L2_学習ログ・記録の整理,294
FUNCTION_L3_学習記録の分類が可能,学習記録の分類が可能,FUNCTION,3,FUNCTION_L2_学習ログ・記録の整理,295
FUNCTION_L3_学習記録の整理が可能,学習記録の整理が可能,FUNCTION,3,FUNCTION_L2_学習ログ・記録の整理,296
OPPORTUNITY_L3_個人端末を活用して自らの学習内容や過程を振り返る活動,個人端末を活用して、自らの学習内容や過程を振り返る活動,OPPORTUNITY,3,OPPORTUNITY_L2_学びを振り返り理解を再構築する探究,297
EFFECT_L3_電流とその利用に関する内容への興味や楽しさが促される,電流とその利用に関する内容への興味や楽しさが促される,EFFECT,3,EFFECT_L2_理科への興味・関心・意欲,298
ICT_L3_Panoweaver,Panoweaver,ICT,3,ICT_L2_メディア・映像・画像,299
ICT_L2_撮影機器,撮影機器,ICT,2,ICT_L1_ハードウェア,300
ICT_L3_THETA,THETA,ICT,3,ICT_L2_撮影機器,301
ICT_L3_360度映像,360度映像,ICT,3,ICT_L2_メディア・映像・画像,302
FUNCTION_L3_360視点で太陽の日周運動を観察することが可能,360°視点で太陽の日周運動を観察することが可能,FUNCTION,3,FUNCTION_L2_空間・地形情報の可視化,303
FUNCTION_L3_方位と時間を同時に確認することが可能,方位と時間を同時に確認することが可能,FUNCTION,3,FUNCTION_L2_空間・地形情報の可視化,304
FUNCTION_L3_身体動作により太陽の運動をトレースすることが可能,身体動作により太陽の運動をトレースすることが可能,FUNCTION,3,FUNCTION_L2_空間・地形情報の可視化,305
FUNCTION_L3_地上視点から太陽の動きを観察することが可能,地上視点から太陽の動きを観察することが可能,FUNCTION,3,FUNCTION_L2_空間・地形情報の可視化,306
FUNCTION_L3_グリッド線により方位を視覚的に把握することが可能,グリッド線により方位を視覚的に把握することが可能,FUNCTION,3,FUNCTION_L2_空間・地形情報の可視化,307
FUNCTION_L3_俯瞰視点で自分の身体動作を観察することが可能,俯瞰視点で自分の身体動作を観察することが可能,FUNCTION,3,FUNCTION_L2_映像・画像の表示・拡大,308
OPPORTUNITY_L3_太陽の動きをトレースする活動,太陽の動きをトレースする活動,OPPORTUNITY,3,OPPORTUNITY_L2_天体や自然現象の時間的変化を捉える観察,309
OPPORTUNITY_L3_グリッド線を手がかりに太陽の位置と方位を正確に認識する活動,グリッド線を手がかりに、太陽の位置と方位を正確に認識する活動,OPPORTUNITY,3,OPPORTUNITY_L2_空間的配置や方位の変化を捉える観察,310
OPPORTUNITY_L3_方位や建物を目印に月の高さと方向を観察して空間的な位置を把握する活動,方位や建物を目印に、月の高さと方向を観察して空間的な位置を把握する活動,OPPORTUNITY,3,OPPORTUNITY_L2_空間的配置や方位の変化を捉える観察,311
EFFECT_L3_南中位置と季節の違いに関する理解が深まる,南中位置と季節の違いに関する理解が深まる,EFFECT,3,EFFECT_L2_自然現象等の理解,312
EFFECT_L3_日の出・日の入りの方位に関する理解が深まる,日の出・日の入りの方位に関する理解が深まる,EFFECT,3,EFFECT_L2_自然現象等の理解,313
UNIT_L4_天体の動きと地球の自転・公転（年周運動と公転）,天体の動きと地球の自転・公転（年周運動と公転）,UNIT,4,UNIT_L3_地学,314
ICT_L3_Photoshop,Photoshop,ICT,3,ICT_L2_メディア・映像・画像,315
ICT_L3_2Dシミュレーション,2Dシミュレーション,ICT,3,ICT_L2_シミュレーションソフト,316
FUNCTION_L3_既知の地上画像を背景として星の動きを再現することが可能,既知の地上画像を背景として星の動きを再現することが可能,FUNCTION,3,FUNCTION_L2_空間・地形情報の可視化,317
FUNCTION_L3_星の動きや方位を視覚的に比較することが可能,星の動きや方位を視覚的に比較することが可能,FUNCTION,3,FUNCTION_L2_空間・地形情報の可視化,318
OPPORTUNITY_L2_モデル化された現象の観察,モデル化された現象の観察,OPPORTUNITY,2,,319
OPPORTUNITY_L3_既知の地上画像を背景に天体の動きをシミュレーションで観察する活動,既知の地上画像を背景に、天体の動きをシミュレーションで観察する活動,OPPORTUNITY,3,OPPORTUNITY_L2_モデル化された現象の観察,320
EFFECT_L3_星の動きや位置方位の関係に関する理解が深まる,星の動きや位置、方位の関係に関する理解が深まる,EFFECT,3,EFFECT_L2_自然現象等の理解,321
ICT_L3_Chromebook,Chromebook,ICT,3,ICT_L2_タブレット端末,322
FUNCTION_L3_テキスト・図表・写真をスライド上で自由に編集することが可能,テキスト・図表・写真をスライド上で自由に編集することが可能,FUNCTION,3,FUNCTION_L2_資料・スライド作成,323
FUNCTION_L3_クラウド上で学習記録を自動保存・共有することが可能,クラウド上で学習記録を自動保存・共有することが可能,FUNCTION,3,FUNCTION_L2_学習ログ・記録の整理,324
FUNCTION_L3_端末カメラを用いて実験結果を撮影・挿入することが可能,端末カメラを用いて実験結果を撮影・挿入することが可能,FUNCTION,3,FUNCTION_L2_資料・スライド作成,325
OPPORTUNITY_L3_考察内容をデジタルノートに整理しその内容を共有する活動,考察内容をデジタルノートに整理し、その内容を共有する活動,OPPORTUNITY,3,OPPORTUNITY_L2_観察や実験結果・考察などを共有し他者と比較・確認する活動,326
OPPORTUNITY_L3_クラウド上に保存された学習履歴を時系列で振り返る活動,クラウド上に保存された学習履歴を時系列で振り返る活動,OPPORTUNITY,3,OPPORTUNITY_L2_学びを振り返り理解を再構築する探究,327
OPPORTUNITY_L3_実験の過程・結果を写真で記録し整理する活動,実験の過程・結果を写真で記録し、整理する活動,OPPORTUNITY,3,OPPORTUNITY_L2_実験結果の記録,328
EFFECT_L3_消化の仕組みの理解が深まる,消化の仕組みの理解が深まる,EFFECT,3,EFFECT_L2_科学的概念・法則の理解,329
EFFECT_L3_自分の考えを整理する力が高まる,自分の考えを整理する力が高まる,EFFECT,3,EFFECT_L2_科学的に表現し説明する力,330
EFFECT_L3_消化・吸収の学習に取り組もうとする意欲が高まる,消化・吸収の学習に取り組もうとする意欲が高まる,EFFECT,3,EFFECT_L2_理科への興味・関心・意欲,331
UNIT_L4_動物の体のつくりと働き,動物の体のつくりと働き,UNIT,4,UNIT_L3_生物,332
FUNCTION_L3_他班のスライド閲覧による比較が可能,他班のスライド閲覧による比較が可能,FUNCTION,3,FUNCTION_L2_比較・探索機能,333
FUNCTION_L3_過去の作業履歴や成果を保存・参照が可能,過去の作業履歴や成果を保存・参照が可能,FUNCTION,3,FUNCTION_L2_学習ログ・記録の整理,334
OPPORTUNITY_L3_他班のスライドを参照し内容や表現の特徴を比較する活動,他班のスライドを参照し、内容や表現の特徴を比較する活動,OPPORTUNITY,3,OPPORTUNITY_L2_他者の成果を参照し自らの考えを再構成する活動,335
